,datetime,symbol,close
0,2004-10-22T10:00:00,BMFBOVESPA:IBOV,22735.4
1,2004-10-25T10:00:00,BMFBOVESPA:IBOV,22602.6
2,2004-10-26T10:00:00,BMFBOVESPA:IBOV,22848.9
3,2004-10-27T10:00:00,BMFBOVESPA:IBOV,23170.699
4,2004-10-28T10:00:00,BMFBOVESPA:IBOV,22928.5
5,2004-10-29T10:00:00,BMFBOVESPA:IBOV,23052.1
6,2004-11-01T10:00:00,BMFBOVESPA:IBOV,23272.9
7,2004-11-03T09:00:00,BMFBOVESPA:IBOV,23660.1
8,2004-11-04T09:00:00,BMFBOVESPA:IBOV,23879.6
9,2004-11-05T09:00:00,BMFBOVESPA:IBOV,23541.6
10,2004-11-08T09:00:00,BMFBOVESPA:IBOV,23211.801
11,2004-11-09T09:00:00,BMFBOVESPA:IBOV,23215.801
12,2004-11-10T09:00:00,BMFBOVESPA:IBOV,23454.5
13,2004-11-11T09:00:00,BMFBOVESPA:IBOV,23520.699
14,2004-11-12T09:00:00,BMFBOVESPA:IBOV,24035.4
15,2004-11-16T09:00:00,BMFBOVESPA:IBOV,23772.0
16,2004-11-17T09:00:00,BMFBOVESPA:IBOV,24169.801
17,2004-11-18T09:00:00,BMFBOVESPA:IBOV,24143.0
18,2004-11-19T09:00:00,BMFBOVESPA:IBOV,24034.1
19,2004-11-22T09:00:00,BMFBOVESPA:IBOV,24444.9
20,2004-11-23T09:00:00,BMFBOVESPA:IBOV,24340.4
21,2004-11-24T09:00:00,BMFBOVESPA:IBOV,24368.301
22,2004-11-25T09:00:00,BMFBOVESPA:IBOV,24866.6
23,2004-11-26T09:00:00,BMFBOVESPA:IBOV,24997.801
24,2004-11-29T09:00:00,BMFBOVESPA:IBOV,24854.699
25,2004-11-30T09:00:00,BMFBOVESPA:IBOV,25128.301
26,2004-12-01T09:00:00,BMFBOVESPA:IBOV,25234.699
27,2004-12-02T09:00:00,BMFBOVESPA:IBOV,25200.4
28,2004-12-03T09:00:00,BMFBOVESPA:IBOV,25467.9
29,2004-12-06T09:00:00,BMFBOVESPA:IBOV,25632.5
30,2004-12-07T09:00:00,BMFBOVESPA:IBOV,24988.6
31,2004-12-08T09:00:00,BMFBOVESPA:IBOV,24968.301
32,2004-12-09T09:00:00,BMFBOVESPA:IBOV,24526.0
33,2004-12-10T09:00:00,BMFBOVESPA:IBOV,24933.301
34,2004-12-13T09:00:00,BMFBOVESPA:IBOV,25225.1
35,2004-12-14T09:00:00,BMFBOVESPA:IBOV,25563.1
36,2004-12-15T09:00:00,BMFBOVESPA:IBOV,25575.801
37,2004-12-16T09:00:00,BMFBOVESPA:IBOV,25831.1
38,2004-12-17T09:00:00,BMFBOVESPA:IBOV,25659.141
39,2004-12-20T09:00:00,BMFBOVESPA:IBOV,25536.631
40,2004-12-21T09:00:00,BMFBOVESPA:IBOV,25889.721
41,2004-12-22T09:00:00,BMFBOVESPA:IBOV,25723.189
42,2004-12-23T09:00:00,BMFBOVESPA:IBOV,25878.189
43,2004-12-27T09:00:00,BMFBOVESPA:IBOV,25936.93
44,2004-12-28T09:00:00,BMFBOVESPA:IBOV,26116.609
45,2004-12-29T09:00:00,BMFBOVESPA:IBOV,26161.311
46,2004-12-30T09:00:00,BMFBOVESPA:IBOV,26196.25
47,2005-01-03T09:00:00,BMFBOVESPA:IBOV,25722.01
48,2005-01-04T09:00:00,BMFBOVESPA:IBOV,24848.039
49,2005-01-05T09:00:00,BMFBOVESPA:IBOV,24695.141
50,2005-01-06T09:00:00,BMFBOVESPA:IBOV,24366.93
51,2005-01-07T09:00:00,BMFBOVESPA:IBOV,24747.221
52,2005-01-10T09:00:00,BMFBOVESPA:IBOV,24291.801
53,2005-01-11T09:00:00,BMFBOVESPA:IBOV,24369.869
54,2005-01-12T09:00:00,BMFBOVESPA:IBOV,24496.279
55,2005-01-13T09:00:00,BMFBOVESPA:IBOV,24805.74
56,2005-01-14T09:00:00,BMFBOVESPA:IBOV,24924.131
57,2005-01-17T09:00:00,BMFBOVESPA:IBOV,24515.221
58,2005-01-18T09:00:00,BMFBOVESPA:IBOV,24089.189
59,2005-01-19T09:00:00,BMFBOVESPA:IBOV,24271.23
60,2005-01-20T09:00:00,BMFBOVESPA:IBOV,23609.971
61,2005-01-21T09:00:00,BMFBOVESPA:IBOV,23818.369
62,2005-01-24T09:00:00,BMFBOVESPA:IBOV,24197.721
63,2005-01-26T09:00:00,BMFBOVESPA:IBOV,24530.16
64,2005-01-27T09:00:00,BMFBOVESPA:IBOV,24030.09
65,2005-01-28T09:00:00,BMFBOVESPA:IBOV,23968.09
66,2005-01-31T09:00:00,BMFBOVESPA:IBOV,24355.029
67,2005-02-01T09:00:00,BMFBOVESPA:IBOV,24149.461
68,2005-02-02T09:00:00,BMFBOVESPA:IBOV,24605.359
69,2005-02-03T09:00:00,BMFBOVESPA:IBOV,24873.631
70,2005-02-04T09:00:00,BMFBOVESPA:IBOV,25731.939
71,2005-02-09T09:00:00,BMFBOVESPA:IBOV,26307.311
72,2005-02-10T09:00:00,BMFBOVESPA:IBOV,26415.789
73,2005-02-11T09:00:00,BMFBOVESPA:IBOV,26670.52
74,2005-02-14T09:00:00,BMFBOVESPA:IBOV,26531.891
75,2005-02-15T09:00:00,BMFBOVESPA:IBOV,26610.119
76,2005-02-16T09:00:00,BMFBOVESPA:IBOV,26384.08
77,2005-02-17T09:00:00,BMFBOVESPA:IBOV,27090.91
78,2005-02-18T09:00:00,BMFBOVESPA:IBOV,26756.25
79,2005-02-21T10:00:00,BMFBOVESPA:IBOV,26868.141
80,2005-02-22T10:00:00,BMFBOVESPA:IBOV,26646.93
81,2005-02-23T10:00:00,BMFBOVESPA:IBOV,27198.0
82,2005-02-24T10:00:00,BMFBOVESPA:IBOV,28388.98
83,2005-02-25T10:00:00,BMFBOVESPA:IBOV,28396.141
84,2005-02-28T10:00:00,BMFBOVESPA:IBOV,28066.961
85,2005-03-01T10:00:00,BMFBOVESPA:IBOV,27714.539
86,2005-03-02T10:00:00,BMFBOVESPA:IBOV,28182.301
87,2005-03-03T10:00:00,BMFBOVESPA:IBOV,28677.051
88,2005-03-04T10:00:00,BMFBOVESPA:IBOV,29178.801
89,2005-03-07T10:00:00,BMFBOVESPA:IBOV,29423.4
90,2005-03-08T10:00:00,BMFBOVESPA:IBOV,29020.1
91,2005-03-09T10:00:00,BMFBOVESPA:IBOV,28409.4
92,2005-03-10T10:00:00,BMFBOVESPA:IBOV,28496.52
93,2005-03-11T10:00:00,BMFBOVESPA:IBOV,28110.4
94,2005-03-14T10:00:00,BMFBOVESPA:IBOV,28058.58
95,2005-03-15T10:00:00,BMFBOVESPA:IBOV,27643.141
96,2005-03-16T10:00:00,BMFBOVESPA:IBOV,27788.25
97,2005-03-17T10:00:00,BMFBOVESPA:IBOV,28118.82
98,2005-03-18T10:00:00,BMFBOVESPA:IBOV,27634.949
99,2005-03-21T10:00:00,BMFBOVESPA:IBOV,27433.49
100,2005-03-22T10:00:00,BMFBOVESPA:IBOV,26652.16
101,2005-03-23T10:00:00,BMFBOVESPA:IBOV,26297.561
102,2005-03-24T10:00:00,BMFBOVESPA:IBOV,26658.18
103,2005-03-28T10:00:00,BMFBOVESPA:IBOV,26253.58
104,2005-03-29T10:00:00,BMFBOVESPA:IBOV,25824.59
105,2005-03-30T10:00:00,BMFBOVESPA:IBOV,26415.65
106,2005-03-31T10:00:00,BMFBOVESPA:IBOV,26659.73
107,2005-04-01T10:00:00,BMFBOVESPA:IBOV,26806.631
108,2005-04-04T10:00:00,BMFBOVESPA:IBOV,26406.75
109,2005-04-05T10:00:00,BMFBOVESPA:IBOV,26038.439
110,2005-04-06T10:00:00,BMFBOVESPA:IBOV,25695.051
111,2005-04-07T10:00:00,BMFBOVESPA:IBOV,26307.83
112,2005-04-08T10:00:00,BMFBOVESPA:IBOV,25884.631
113,2005-04-11T10:00:00,BMFBOVESPA:IBOV,25899.73
114,2005-04-12T10:00:00,BMFBOVESPA:IBOV,26206.211
115,2005-04-13T10:00:00,BMFBOVESPA:IBOV,26066.109
116,2005-04-14T10:00:00,BMFBOVESPA:IBOV,25136.68
117,2005-04-15T10:00:00,BMFBOVESPA:IBOV,24656.0
118,2005-04-18T10:00:00,BMFBOVESPA:IBOV,24877.0
119,2005-04-19T10:00:00,BMFBOVESPA:IBOV,25566.0
120,2005-04-20T10:00:00,BMFBOVESPA:IBOV,25062.0
121,2005-04-22T10:00:00,BMFBOVESPA:IBOV,24767.0
122,2005-04-25T10:00:00,BMFBOVESPA:IBOV,25227.439
123,2005-04-26T10:00:00,BMFBOVESPA:IBOV,25304.75
124,2005-04-27T10:00:00,BMFBOVESPA:IBOV,25246.051
125,2005-04-28T10:00:00,BMFBOVESPA:IBOV,24439.711
126,2005-04-29T10:00:00,BMFBOVESPA:IBOV,24858.26
127,2005-05-02T10:00:00,BMFBOVESPA:IBOV,24707.869
128,2005-05-03T10:00:00,BMFBOVESPA:IBOV,24715.631
129,2005-05-04T10:00:00,BMFBOVESPA:IBOV,25474.471
130,2005-05-05T10:00:00,BMFBOVESPA:IBOV,25435.82
131,2005-05-06T10:00:00,BMFBOVESPA:IBOV,25593.949
132,2005-05-09T10:00:00,BMFBOVESPA:IBOV,25464.75
133,2005-05-10T10:00:00,BMFBOVESPA:IBOV,24763.0
134,2005-05-11T10:00:00,BMFBOVESPA:IBOV,24699.0
135,2005-05-12T10:00:00,BMFBOVESPA:IBOV,24117.0
136,2005-05-13T10:00:00,BMFBOVESPA:IBOV,23887.439
137,2005-05-16T10:00:00,BMFBOVESPA:IBOV,24378.24
138,2005-05-17T10:00:00,BMFBOVESPA:IBOV,24412.76
139,2005-05-18T10:00:00,BMFBOVESPA:IBOV,24898.119
